id,text
1002,I always go to Covington because it's more convenient When I go to the ATM I've noticed that it's been unavailable several times I also think they made some changes with the ATM They haven't really changed everything but for a lot of things you can't just; you have to go through another process I just think that the ATM isn't updated
1003,I am a new student in the country and I opened a new account I didn't have access to funds accounts or the card for the first few weeks It took me so long to get everything set up The waiting time for them to get the online banking registration set up
1004,I am self employed and get checks or payments made out to me and or my business Sometimes they won't cash it for me or put it in my savings I would rather have one checking and one savings account instead of four two business accounts also
1005,I been dealing with MY BANK for a long time My social security check goes in I went in to get the $1000 loan and I was denied Every time I try to get a loan I get denied $1867 month and not able to give me a loan due to pass credit problems I was able to get four credit cards from other banks but MY BANK doesn't trust to give me a loan for $1000
1006,I bought gasoline at a place an hour away from my house I used my MY BANK debit card It went through no problem I drove home and I drove to a Taco Bell five minutes away from my house They denied my card for a $6 order I called and they said I was not close enough to my house They let me buy $50 worth of gas an hour away and then they wouldn't let me buy $6 worth of Taco Bell five minutes away That's my only problem with them
1007,I called them It said I had a deposit of $0 I asked if it was IRS or fraud I had keep pressing them to find out The person on the phone was not helpful and I asked to speak to someone else I was put on hold then it took 20 minutes to get my answers
1008,I can't log on to online banking They changed how I log on and I can't remember my username It was making me get a code number every time I logged on
1009,I closed on a house in October The first insurance company refused to cover house and I learned three months after close that it came through MY BANK I received another insurance which was a wonderful mortgage They did not refund the first escrow check from first five visits to two different banks The insurance company had a check The branch manager is the one that placed the phone call that should have been done in the first place In the first bank she said the check would be issued No one was willing to take ownership and the woman at Center Street did what she thought was best There was over $700 sitting out there that I never received Everyone has been kind and nice They should get nice remarks When I deposited $3000 into my checking account for whatever reason the branch refused to release the money The representative of Center Street called me at home that the system was to be back up I had to call my broker to make sure the check was good That was offensive They have had nine months to see if the check was to clear That is insulting I am on disability income They have had nine months Very insulting [Employee name] who runs the mortgage branch wrote an obnoxious letter that the account would be debited without my yes or no if the mortgage was not paid The letter was poorly written and did not reflect the change of the bank That letter has to be pulled and written with concept They should have good faith that the person who bought the house is going to pay
1010,I couldn't revisit my account online
1011,I deposited my check at 7:30 am The system put a hold on my money which was unacceptable When I looked at my receipt it showed when it would be available I was very upset and the teller couldn't tell me why the system did it automatically And she couldn't override it Later the excuse they gave me was that there had been a lot of frauds so that's why their system did that
1012,I did a transfer on my phone app and it wasn't recorded
1013,I did not care the way that you stand beside the teller now
1014,I did not understand I have an account but according to the government and their rules you cannot make more than six withdrawals out of this special account I went over that I guess I didn't realize that I couldn't do that so I received some letters thanking me for my business This didn't come from Eric the banker I spoke with but we did discuss it I don't know what else you want me to say
1015,I didn't get my debit card yet
1016,I didn't have access to my accounts because of a power outage it was down for a while I think that it was an act of God or something I was trying to do online banking and transfer funds to my daughter's account and I couldn't
1017,I don't like your drive-thru cash location It's too low I have complained a couple of times I have to get down out of my SUV truck and get down on my knees to get the cash out
1018,I don't want my name coming up on that [omitted] ATM screen
1019,I experienced kind of a long time processing checks When I called the downtown branch where I thought I left the check I thought that is where I was supposed to call The lady was rude I forgot if that was where I called and she was very nasty So when you called The North Anthony branch they are always very nice there My whole family banks there They are very nice
1020,I felt that I was harassed about a visit that I made I wasn't greeted with a smile and the teller wasn't cordial or friendly I didn't feel comfortable when I went to go make a transaction it was almost like I was being harassed
1021,I guess they were having computer problems They were delaying everything It took 25 minutes to get through It just took a long time to fix it That was the only bad time I've ever had
1022,I had a balance discrepancy in my checking account and I went to one branch to ask about it They gave me the wrong information  so I went to another branch and they were able to help me out They got me the right answer I had to go from the far North side of town to the far South side of town to get the information
1023,I had a deposit made in my account that was not mine They handled it in a timely manner This happened on the 18th and now the deposited amount is in the correct account
1024,I had a discrepancy on my account with my debit card There was an amount removed without my approval I called the 1-800 number and that lady was really helpful She canceled my card The lady on the phone helped me more than the gentleman at the bank did I found out that Portage Avenue took money out of my account not just one time but twice The guy at the bank gave me a copy of the rights of the company that took the money from me The company refunded all of the money they took from me The manager Solomon didn't really want to help I felt like he didn't believe me He didn't take it very seriously I'm very careful with my checking account and I would never agree to anyone taking out money This was a large amount of money and he didn't seem to take it as seriously as I did That's how he came across At the time when he told me who it was I couldn't remember Once I did some research I found out who it was I took a letter to him and I explained it to him again He called and said there was nothing he could do He could only give me the rights and responsibilities from that company
1025,I had a problem with a savings account and it was compromised Andrea handled it very well and took care of it for me
1026,I had an issues where my card was stolen It was on a Sunday and no one was available It's a lousy feeling The fraud department contacted me but there was no live person for me to speak with
1027,I had checks for a line of credit and someone got into my account I don't know how they got into my account
1028,I had foot surgery and was on a crutch And no one offered me a chair during the wait for the teller
1029,I had money stolen from my account and they were working with me to get it back but it turns out that they cannot
1030,I had opened an investment savings account I was told that as long as I had $25000 combined I would not get charged service fees I asked for the service fees to be refunded I told them that I wanted to be refunded my service fees or I would close my account I was told that another branch was going to call me but they have not contacted me The teller who assisted me; she did everything she could
1031,I had overdrafts for two different items and they charged me $3600 for each I called them and they said they would take one away The next day they charged two more overdrafts I did call back after that
1032,I had problems setting up a savings account
1033,I had some problems with my checking account I was charged $075 for each check I used If I put $50000 in my checking account the fee is waived However I was told that policy was terminated So I went to go close my account and that teller told me that the policy did not change She gave me a brochure and I kept my account open
1034,I had someone hack my checking account and they called me the bank did And asked me if I authorized a purchase in Germany and they took care of it
1035,I had to go into the Bremen branch It seemed that a teller at the Fort Wayne branch; some gal went in to make a withdrawal and the teller used my number I found out on the internet and the amount was for $73800 They pulled it out of her account and gave me my money back I think they should give me $3000 or the teller should give me $3000 instead of charging me an overdraft fee
1036,I have a personal loan with MY BANK I paid more in interest this month compared to last month The branch manager has no clue how a simple loan works I talked to two branch managers She didn't want to explain to me
1037,I have a small business account there and just in the last month I'm not able to balance my transactions It's frustrating to me that I can't do that
1038,I have a small business I applied for a line of credit and they lost my paperwork I hadn't heard anything for almost a month so I called last week Yesterday the manager called me back and he said they are trying to track it down but they haven't found my paperwork yet He did ask if I wanted to resubmit my paperwork and I think I am going to I just couldn't do it yesterday I talked to Eric and the branch manager and they both have been helpful
1039,I haven't been able to log into my account We've been having issues they couldn't figure it out When they logged into their office it worked I don't know if it's on my end or their end
1040,I just don't like my checks being held until the next morning to have my money
1041,I made a payment in Columbia City The next day an employee called and told me in a very rude manner that I needed to make a payment now She basically called me a liar The payment had been made Finally I hung up on the employee
1042,I misunderstood the level of balance when I went under the level  After discussing it with them they reversed the fees
1043,I ordered checkbooks twice and they were never available They said I did not have the correct address but I had an updated address with them
1044,I ordered checks and I still haven't received them It's been at least 20 days They were lost in the mail and we still haven't gotten them She reordered them on Friday Nothing
1045,I ordered checks and they came in the wrong color And I have two checking accounts so now I have two of the same color for the different accounts
1046,I sent the stuff through the tube and she asked what to do with it I said I wanted to cash it She must have gotten distracted or something because she asked me again what I wanted to do with this I said cash it then she said that I had to send it I already did it was in front of her Oh my gosh I don't know where this lady came from but she asked again what I wanted to do with it Then she asked if I wanted to deposit it I said I wanted to cash it I just looked at my friend that was with me She was not friendly or nice and did finally complete the transaction She was not paying attention How could she not have known it was there? I had to tell several times that I wanted to cash it
1047,I set up multiple accounts and they wanted to link them with internet access
1048,I signed up for e-statements but I ended up getting charged for paper statements It was promptly fixed when I saw that it happened I got charged more than one time I went in and talked to Stephanie and I got half of my money back She knew I signed up for it because she set up my account I know she emailed somebody and then shortly after that I got my refund The ladies there are amazing I've been there since I was a little kid I always get my problems taken care of
1049,I spend a lot of my time outside the US Teaching in China I'm only back in the country for about six months The frustrating thing about it is the security when I visit another country Notices get rejected and my account gets closed down and hard to open again Especially from a non US number
1050,I talked to Eric at the desk He told me one thing Chantell on Saturday set me up with something else They are very nice but haven't been very helpful to me I have not had any problems in the past until the last few weeks
1051,I told you I couldn't get in my bank account I took my wife's card and the ATM didn't work and I couldn't get the money out! It breaks down too much! Also the sun glares off of it in the evening and you can't see it They need to move it I was pretty mad! I have to get out of the car to see it in the evening They need something over the top I had a real big problem with that I had to go to the next bank and had to pay $3! The ATM is down at least once a month It also needs to be moved because it is not good where it's located That's all You've got to fix that to where you can see it Otherwise I didn't have any problem
1052,I transferred funds into my son's account and he ended up getting an overdraft I don't know what happened
1053,I tried to enroll in e-mail statements and switch from paper statements I did it right There was something that didn't go through on the website They reimbursed me for what I was charged They fixed it and I haven't had a problem since
1054,I tried to sign up for mobile deposit and I was denied I'm a new customer
1055,I wanted to deposit a $1000 check and when I went in there the line was about ten feet long I waited 20 minutes After 20 minutes the line was still 10 feet long You had loan officers sitting in their offices You had one teller at the front and you had another teller that was trying to help out She would come out try to help and then hurry back to the drive-thru I went over to MY BANK on Martin's at Gumwood to complete my transaction
1056,I wanted to do online banking and so I was online on the MY BANK website They turned me down They wouldn't let me do the online banking It was something like my husband was the main account holder but both of our names are on the account We both deposit and have names on the account so I was a little irritated My name is on the account and I don't have access to the online account I deposit I don't see why I was denied to do the online banking
1057,I wanted to sign up for online banking and I couldn't do it
1058,I was asking for a new card It was supposed to take four days and it took a week
1059,I was charged for statements I had signed up for e-statements and I was still being charged
1060,I was rounding up my payment and they did not apply the additional payment to the principle
1061,I was there this afternoon to do a personal mobile deposit It was a Department of Revenue check The branch manager Kathy asked Stephanie to call customer service to make sure we could properly do the endorsement of the deposit in the mobile app Stephanie called to check if this would be okay without a signature; they were told by customer service that yes there would be no problem with that I deposited the check at 2:56 pm I got home at 3:08 pm to get a notification that no it had been deleted because of the endorsement I'm happy with these girls at the branch They did nothing wrong They did everything right Someone in customer service got wires crossed and they weren't giving accurate information or somebody else wasn't So I will have to make another trip back there tomorrow The fault is totally with customer service not with the tellers or the administrators at the branch bank
1062,I was trying to get information on my new home mortgage loan to see if it was an auto draw and they got back to me on the day after the automatic draw so I had an overdraft charge They had phone problems They were not able to connect me to the right people It was actually technical problems that caused the delay
1063,I was using my company's credit card and I had money in the bank but it wouldn't let me make a purchase This happened two days ago That was it
1064,I went in and the tellers were rude
1065,I went in and none of the regular tellers were there Nobody knew who I was and it was somewhat bothersome
1066,I went to close my account I get a note that I get a $5 charge for paper statement
1067,I went to deposit money in the bank I asked the teller exactly how much money; I wanted to know how much money I had in the bank because I had to go to the pharmacy to fill a prescription She told me that I had $17000 in the bank When I went to the pharmacy they said I was overdrawn
1068,I went to the Bremen branch to cash a payroll check [Employee name] gave me [omitted] for not filling out a deposit slip and then she gave me [omitted] for not having direct deposit I hardly ever use the Bremen branch I walk into the Nappanee branch and the women know me Matter of fact I went in there to make a withdrawal Truth be told I'm not going to be using the Bremen branch anymore
1069,I went to the store right after I went through the drive-thru and my card was declined If I had known that my money wouldn't go into my account immediately I probably would have gotten cash There was a long line of people staring when my card was declined and they thought I didn't have the money I wish I had known if it was a policy that the money doesn't go in right away
1070,I would like to know why I get social security When I'm banking at my other bank they put it in the day before that way the money was always there the day before the due date I get it on the third Wednesday of the month
1071,I wrote a check on the wrong bill used the wrong check to pay a bill and they let my account go over drawn over $200 I thought they should have given me a call and let me know I only found out because I checked and they charged me the fee every day for that account being overdrawn and no one called The check was $87 and the rest of my money was ate up in fees over that one check
1072,I'd like to be able to make mobile deposits
1073,I'd like to be able to but I can't think of the name of it I'm sorry I'm not the person to talk to about this My daughter would know but I can't think of the name of it What is it that you have to have to change something? We had problems with the power of attorney The main bank downtown would not accept the power of attorney to take her name off of the checks and that It was nobody from Maple Lane when we ran into that problem We ran into that problem when we called downtown The downtown office wouldn't accept the power of attorney
1074,If I don't deposit enough they charge me a fee I've asked for online statements but I can't seem to get my computer right to get them It just makes me want to switch banks
1075,If I go into my computer and change my history delete my history when I go in to use the online system it pops up some code I have to put in I really hate having to do that it's a waste of my time I hate make work things
1076,I'm a small business owner and I've been going there and never had a bad check from there And I can never cash a check and get money back The one on Coventry sucks They just want to hold my money hostage I'm clearly putting money into this bank and they still don't want to cash my checks so I am almost in the process of getting rid of them I get charged 30 dollar withdrawals also But they should know me by now They must be broke because they are really scared to lose any money
1077,I'm trying to get a new card I had a name change because of marriage and I thought I had it taken care of That was the reason of my last visit to the branch I still haven't received the card in the mail I'm beginning to wonder if I'm going to get it
1078,Issue with debit card at ATM Actually it was an issue with the PIN  at the ATM
1079,Issues with my statements not being delivered I wanted paper statements They didn't send them and then they did It was just the confusion with that and also with the telephone People were not helpful when I called
1080,It could've been my fault I had set up an account I had one checking account transferring money to another checking account It transferred money when I didn't have enough funds to transfer causing an overdraft on one of the accounts I owed them money
1081,It had to do with online banking and I ended up having to call in because the transaction wasn't being processed
1082,It had to do with their checking They said that I had overdraft protection It only worked with my credit card not my checks When I signed up for it they told me it would work for both
1083,It happened at another location Something about my last name is not the same in all my documents so it's hard for them to find my account every time They said that they were going to fix it They hadn't yet the last time I was there
1084,It has happened twice I had a payment that I made to another bank and according to my bank they didn't use the internet they used the checking Otherwise when I made it from the internet it didn't really go through when they were supposed to get it They told me that it was about the check I'm also trying to figure out what is going on at MY BANK about what is going on about what I needed to know about this payment I finally talked to a manager and she said that it was a policy issue about the deposit slip
1085,It takes too long for things to post to my account like my deposits and withdrawals
1086,It took an hour for them to print out a treasurer's check because of upgrades to the computer system
1087,It was about a month ago I went to the drive-thru I sat there for about 20 minutes for a deposit receipt I was the only one there The other day I went in there to close my HSA It was supposed to be a confidential meeting They had me in the lobby They were asking personal questions and I didn't feel comfortable
1088,It was during when they were giving money to charity I wasn't too pleased with that because they could've dispersed that to the customers and not to charity I feel that we are faithful customers and MY BANK isn't doing anything with their reward money
1089,"It was in regards to cashing a check that was for two names with an ""or"" in the name It was for an adult's name a guardian unless the person was over 21 He was well over 21 and they wouldn't let him cash it It was a real hassle"
1090,It was just related to the down time for the website It was down so I couldn't transfer money over a couple of times in the past three months
1091,It was minor they fixed it before anything had happened I think it was a wrong amount returned in cash back He received too much and took it out of his checking account
1092,It was over some temporary checks I received the wrong ones and then there were some fees applied but they took care of it
1093,It was the ATM I went to the ATM three times and it was out of service It was 10 days later before they gave me the money back and then some You guys gave me the money back at the Dowagiac branch The teller called and told me that the bank was giving my money back; it was awesome I just want to say that MY BANK takes care of their own
1094,It was the former manager that they transferred to the new branch on Illinois Road She wasn't a very good manager; not helpful My nice comments didn't include her Everyone else is great
1095,It was three minutes before she came to the teller window I didn't see her helping someone else in there When she came back I made a comment about her being locked in the vault I gave her my stuff and told her I wanted my balance When I looked up she was gone and someone else was there They helped the other person who came in after me first 
1096,It was when I tried to spend more money than my bank would allow I am allowed an amount I can spend per day I exceeded that amount They said it was taken care of and it was not It took 24 hours to get it taken care of and I had to get angry The local branches are good but the South Bend office could not do it
1097,It was with my bank card I was having problems I went to the gas station to get gas on a Friday like every Friday and my card was denied They locked my card Then after I talked to the lady she said it was an unusual purchase So she fixed it I thought and on my way home I went to get something to eat for my family and it was being denied I tried several times and I was on the phone with the lady and she had to try several times to figure out what was wrong Finally I was about to leave and the manager of the food place paid for my food that night because I was having so many problems with my card That's actually why I went to the Columbia City branch I went to cancel that card and get a new card with a new number reissued 
1098,It's the branch on Coldwater Rd I am unsatisfied with the customer service I do all my banking through the phone since I moved I have had multiple mistakes at the Coldwater branch
1099,It's with Winamac branch in Winamac Indiana It's a particular teller she's overbearing She's probably in some fashion skirts around some of the confidentiality rules to banking I've brought this up before The Cascada branch couldn't be more exceptional The Winamac is 180 degrees the opposite I have quite a bit of experience with that bank because I used to live there It's just a coincidence that I had a problem there a couple of weeks ago Two or three weeks ago Claudia she's been there for a long time I think when you're talking about putting discretion in a bank she crosses the line I don't want to make it dramatic or subjective this has been a historical problem with Claudia I try not to do any banking with Winamac I have times I have to bank there I do 90% of my banking with Cascada They couldn't be more professional or courteous I can't emphasize that enough They could learn a lot about best practices by going to Cascada
1100,I've banked with them for centuries and now to think that if I don't open an account online I get charged for checking is [omitted] I think it's ridiculous I opened this because my wife was head of the city stuff at Elkhart and they recommended MY BANK highly years ago So now I'm paying $3000 for checks and it used to be free checking This sheds no light on the people at Martin's at all but I am just upset about the whole situation
1101,I've had problems with their website and trying to do online banking I always use the same computer and every time I use the computer it acts as if it's a new computer and I have to get a one-time passcode emailed to me It asks me if I want to register it and I always say yes but when I go to use it again it's the same story
1102,Lack of information on the part of the teller They have a $500 fee for a certain savings account and the teller wasn't aware of it I am due a reimbursement the next time I go to the bank
1103,Late fees for mobile deposits When I got my debit card I didn't have a PIN number You can't deposit cash in the ATMs
1104,Me and my daughter went into the bank to take my name off her account because she just got married and we needed a new bank card  We still haven't gotten the card They haven't done anything they said they were going to do We wanted to change the savings account and change it into a checking account and they still haven't done that My daughter Jessica filled out all they paperwork and they still haven't done anything They said they would do some investigating and they still haven't gotten back to me This is the second time My other daughter went through the same thing and it took them a while before she got her card
1105,My ATM check card expired at the end of March I did not receive my new card It was shipped to an address that had been closed for like six or seven years so that was where they sent it to I tried to activate it over the phone It was activated so after I tried to use it at an ATM It stated it was declined so I had to go into the branch They called South Bend and they had to do something to get it to work
1106,My bank card number got stolen and used
1107,My card got frozen it was the activity I had to call to verify it wasn't fraud activity It was a good thing
1108,My error for not using the register I depend on online banking I don't like ATMs
1109,My e-statements didn't go through I didn't put any money in my account so my account went dormant
1110,My mother has an account with them and so do I and for some reason they linked my account to hers 
1111,My mother passed away at the end of March and I wanted to verify her account and it was a time that her pension and social security was to come in and also a supplemental health care which would have been automatic I was charged 35 dollars for a stop payment which was not told to me They actually suggested doing it but then when  I saw my statement they charged and I really didn't need to do it
1112,"My old bank use to show the total amount after I would make a deposit It would show the total before the deposit and the total after the deposit and now I have to ask for the total Even if they put the total after the deposit that would be ok but they don't So now I have to ask them ""what's in my account now?"" The receipt just shows the deposit I would like to see my present total or the total after the deposit"
1113,My savings account was closed and I wasn't sure why They explained why and gave me a solution I could open another savings account or open another checking account that would make things easier None really I received great service
1114,Non-MY BANK ATM fees rub me wrong
1115,Okay I just did
1116,Only the mobile deposit product that I can't seem to make work
1117,Our account got hacked It wasn't due to anything just a computer or security glitch They took care of it right away and replaced our debit card We've had no problems since
1118,Overdrawn and I wasn't overdrawn They straightened it out but I had to get angry to get it done
1119,Password Just cannot get together on the password
1120,Problems with the computer system I had gone in there because there was an issue with security with my account
1121,Signed up to receive a debit card and have not received it yet
1122,Someone attempted to use my card and took $75 but MY BANK caught it immediately and contacted me
1123,Someone hacked into my account and tried to buy makeup and they had to change my account number and debit card It wasn't the bank's fault Someone hacked it
1124,Sometimes my checks don't go through but that's probably because of the company that I work for
1125,"Sometimes the security is over the top I may have made a couple of transactions that may have been considered ""strange"" at a gas station or coffee house I don't see how they were strange but they froze my account or something My card wouldn't work after that Also not letting me know that my check would not be available until the next day They should have said something like ""The cash will not be available until the next day"""
1126,Stephanie's not there She was the bank manager and I couldn't have asked for a more exceptional person
1127,The account is a non-profit They wanted the exempt number and I can't get that We are under another group's umbrella and they won't give me the number I am still not online I just want to be able to see if a check is cleared I don't want to be charged for a bank statement which so far they haven't done I wish I could get it straightened out As long as they don't charge me $500 per month like they said they would So I don't mind if they don't charge
1128,The account that I have charges for what I have added and extended something that I don't need I also had a problem with my login
1129,The ATM didn't dispense the right amount of money It seems that a lot of the time it doesn't work
1130,The ATM wasn't working
1131,The ATMs are down too often
1132,The ATMs are out of order The last few months it's been that way
1133,The banker and myself are trying to get me off of paper statements and we can't figure it out We keep trying to go in and change it but it won't work
1134,The Cleveland branch; I wasn't handled in a courteous manner I was not satisfied
1135,The downloadable app would not load right
1136,The drive-up windows are inaccessible because of my handicap I have to get out of the car in order to use them and it is very difficult and hard to do that I needed to have coins counted so I had to go around and go inside They do not have a coin counter there I had to take everything back and go to the MY BANK in Covington
1137,The first problem is that this is the only branch that I'm near to and it doesn't have an ATM and isn't open on Saturday's It's the only branch in town The second problem: I feel that the overdraft policy is a little strict I made a payment a day after the account was overdrawn and got a $3000 fee that I didn't know about It would be nice to have at least a one-day Grace period if your account goes over It just seems pretty strict
1138,The lady that waited on me was the branch manager She deposited my money and wasn't listening when I told her how I wanted it When I ordered my merchandise I didn't have any money so then I went down to the bank She told me that she explained to me the way that she had put my money in my account which she did not and I was very upset
1139,The location of your branches there's nothing open downtown I had to go to one of your competitors and be charged for the ATM
1140,The minimum balance for a savings account is $30000 I would like it to be $5000 There is a certain time period like 45 days if I want to open a savings account I want it to be $5000 The fact that they say I have to keep $30000 in there means they are losing business because of that I can open a checking account for nothing I want to open a savings account I shouldn't have to keep $30000 in there $5000; that's it It's deterring people from opening savings accounts
1141,The mobile app for the bank I had problems but it has since been fixed within the past two months
1142,The most convenient branch to me is the new branch in Ft Wayne and the ATM machine is set too low In order to use it I have to get out of my vehicle If the sun is just right I have to get on my knees to conduct my transaction which is kind of ridiculous when the temperature outside is below freezing Otherwise that's a great branch
1143,The one down here on Bristol Street is a regular standing bank When I went there the tellers were not friendly at all The tellers need to have more friendly customer service That was about it really They don't say hi and ask how I am They don't ask to help with anything else They were professional but their customer service needs something
1144,The one out on Island Road my experience was awful and I called them and told them about it
1145,The only issue I have is the iPhone app it doesn't work sometimes I will put in my password and it will tell me my account is not available and it won't show me my balance
1146,The person received the phone call answered the phone call and proceeded to talk to this person instead of calling her back or having her hold Instead of talking to me she made me wait while she did a whole transaction with the person on the phone
1147,The President refused to receive an email from a customer
1148,The reason I left the first time is I was unable to get a debit card only an ATM card
1149,The teller did not deposit my check as a MY BANK check Therefore it wasn't available immediately
1150,The teller didn't have a roll of quarters Yet both the other tellers and the manager I guess were occupied So I waited several minutes I would suggest that the tellers have rolled coins at their stations all the time Other than that I think they're excellent
1151,"The wait No one asking me ""Could you hold on a for minute?"" At least giving me some type of information on why it took so long to deposit my funds"
1152,The wire transfer department and not getting clear answers I sent multiple wires to Canada and I couldn't get answers why this was not getting to Canada promptly
1153,Their fraud team caught a fraud in my bank account caught them and stopped them
1154,There are not enough ATMs in the area
1155,There has just been new tellers at that branch I have had money to deposit and the teller deposited in the wrong account on more than one occasion
1156,There is one teller who acts like you are bothering her She is not friendly She is rude Say you want to make a deposit (and I've been a customer there for a while)and you have $80 and you want to deposit $70 and you ask her for change so you can make the correct deposit Even though she knows us she will not give us change We have to put the entire amount in She will not look our account up if I don't have it with me The manager is fantastic and I love the bank very much I'd rather not say her name because I don't want to be pointing a finger I would guess they can figure it out on their own She just has a sour disposition No I don't
1157,There was a fraud problem and I wanted to change my card number I went to the bank and they told me to wait a couple of days I am really uncomfortable with using cash I went to the bank two days ago They told me that they are going to make a new card number for me and that I will have to wait a couple more days
1158,There was a hold put on a deposit So when I contacted the North Anthony branch the manager was very helpful in getting the hold removed I was extremely happy with that branch
1159,There was fault on both sides I deposited a check from insurance company that I forgot to endorse The check was a payment for a claim The insurance company was willing to pay it The check went through until it was supposed to be processed They put a hold on it The teller didn't find the fault I deposited the check It got past him It went to processing They kicked it out I didn't get a phone call I was expecting the funds to be there in two days I called got it fixed and it still wasn't in there That was on the third day Nobody would release the funds I know they were trying to protect my funds It was a sore spot They could have done more to get the funds into my account I know they are following policy I could've been charged overdraft charges Banks should be able to honor a check especially for someone who has been with them for eight years They kind of let me down There was some fault of the bank of me endorsing the checks I don't understand why a $1600 check could not be honored by the bank I realize there was some fault on my part I take responsibility on that The bank should have been able to do more for me
1160,There's a particular employee that overly talks and you can't get out of the bank They talk about personal things It can be uncomfortable It's happened a couple times I don't go inside the bank any more
1161,There's a world of difference between the Bremen branch and the Nappanee branch as far as friendliness I'm not too impressed with Bremen
1162,They are not open on Saturdays and the one downtown is not open longer I was disappointed that they were not open on Saturday
1163,They are rude at that branch and the downtown branch They act like the customers are a inconvenience instead of being there to pay their bills
1164,They couldn't cash my check because the computers were down
1165,They didn't give me an auto loan I went to another bank and they did it right away
1166,They had a problem with their system so when I didn't want statements sent to my home they were sent out anyway It deducted from my account The process was fixed and it was put back
1167,They had my mother-in-law's address as my address The teller took care of it That was it
1168,They just put the money that we cashed; they put it into the wrong person's account I caught it when I got the deposit slip back
1169,They mailed my debit card to the wrong address It was returned but I have to wait a week now
1170,They need to dispose of their shredded paper in the safety deposit area
1171,They put a hold on my card while at a baseball game because I spent a lot I don't think I went over the $1000 limit but regardless I should be able to spend
1172,They shut down my card when I went to Canada but I didn't let them know when I was going
1173,They started asking for you to write your account number on the back of checks instead of just sending your ID in It's an extra step that is not needed
1174,This is the drive-thru window I drove up and the green light was on I sat waiting assuming that the window was open and that there were tellers inside I waited for quite a little while I decided to pull around and went inside I mentioned to the teller that there was a wait to no response I did get a very thoughtful apology without a reason for the wait
1175,To check my card balance it'll say unavailable sometimes which is weird Other times it works just fine
1176,Today I logged on my computer I always use it said I had to verify my device I clicked several times to send to me email and it never did I clicked on send it to my phone and it went right through
1177,Transaction was put into the wrong account Once I discovered it I went back and they quickly changed it They were apologetic When I went the ATM machine yesterday with the brand new touch screen it didn't work so I went to the drive-thru They apologized and said someone would fix it
1178,We dropped a night deposit off and $5000 of the deposit was stuck in the machine Therefore the deposit was $5000 short The tellers and manager took apart the machine and got the money It took from 9:00 am in the morning until 4:00 pm in the afternoon
1179,We had fees on our checking account and we shouldn't be getting them We had the wrong account
1180,We just went to Lafayette We were going to switch banks We weren't going to use MY BANK anymore because of the Winamac branch They are rude We moved here and this branch was just down the road and we absolutely love this branch Because of them we maintained our business with MY BANK The people here are just excellent They are friendly They are courteous They call you by name They are very customer service driven The Winamac branch is were rude and gossipy They are unprofessional They make mistakes It wasn't their fault it was the South Bend office fault I deposited cash and they put a hold on my cash and it caused me to overdraw It was my fault it wasn't their fault First it was my fault and then it was South Bend's fault That's happened more than once
1181,We lost our old card and we talked to a man to get a new one within seven to ten days and we haven't received it yet
1182,We made out five deposit slips for five checks and she only got one receipt through the drive-thru She went inside to check on it and the teller was very irritated Usually we get a deposit slip for each check because we have a small business and it gives us a better record of each job
1183,We run a small business and we have multiple accounts The problem we have is that they put money into different accounts I've asked them to put money in my personal account and they put it into my business account instead They just don't pay attention They never look at the back of the check We have to go online to transfer it
1184,We went through the drive-thru and we made a payment on our home equity The teller sent back one receipt for the amount which was placed on the principal The next month we got a $1300 charge for a late payment It was a coding error by the teller We received a letter saying that it was their error so that we would have it for credit reference in the future
1185,Well someone loaned me some money and you guys charged me a fee for the money You wired me and I didn't like that it was actually a couple days ago
1186,Well there was a new girl working She was fine she was helping the person next to me [Employee name] came up and I told her I wanted my check deposited She took it and walked away I needed a copy of that check I wish you guys wouldn't turn the microphone off She didn't hear me when she said hello or when she came back so I had to go inside and ask for a copy She was not very friendly
